,film,year_film,Total oscars nominations,Total oscars won,Oscars best picture,G.G. nominations,G.G. won,G.G. best motion picture
1724,The Wedding Banquet,1993,1.0,0.0,0.0,,,
1725,"Taiwan, Ang Lee",1993,,,,1.0,0.0,0.0
1726,The Piano,1993,8.0,3.0,0.0,6.0,1.0,0.0
1727,Down on the Waterfront,1993,1.0,0.0,0.0,,,
1728,"Germany, Hans W. Geissendörfer",1993,,,,1.0,0.0,0.0
1729,The Wrong Trousers,1993,1.0,1.0,0.0,,,
1730,Belle Epoque,1993,1.0,1.0,0.0,,,
1731,I Am a Promise: The Children of Stanton Elementary School,1993,1.0,1.0,0.0,,,
1732,The Nightmare before Christmas,1993,1.0,0.0,0.0,,,
1733,The Broadcast Tapes of Dr. Peter,1993,1.0,0.0,0.0,,,
1734,Three Colours: Blue (Trois couleurs: Bleu) ,1993,,,,2.0,0.0,0.0
1735,Benny & Joon,1993,,,,1.0,0.0,0.0
1736,Short Cuts,1993,1.0,0.0,0.0,1.0,0.0,0.0
1737,"France, Krzysztof Kieslowski",1993,,,,1.0,0.0,0.0
1738,Mrs. Doubtfire,1993,1.0,1.0,0.0,2.0,2.0,1.0
1739,Six Degrees of Separation,1993,1.0,0.0,0.0,1.0,0.0,0.0
1740,The Age of Innocence,1993,5.0,1.0,0.0,4.0,1.0,0.0
1741,Heaven & Earth,1993,,,,1.0,1.0,0.0
1742,Jurassic Park,1993,2.0,2.0,0.0,,,
1743,Shadowlands,1993,2.0,0.0,0.0,,,
1744,The Mighty River,1993,1.0,0.0,0.0,,,
1745,Searching for Bobby Fischer,1993,1.0,0.0,0.0,,,
1746,Sleepless in Seattle,1993,2.0,0.0,0.0,3.0,0.0,0.0
1747,The Village,1993,1.0,0.0,0.0,,,
1748,Schindler's List,1993,12.0,7.0,1.0,6.0,3.0,1.0
1749,Small Talk,1993,1.0,0.0,0.0,,,
1750,The Snapper,1993,,,,1.0,0.0,0.0
1751,Hedd Wyn,1993,1.0,0.0,0.0,,,
1752,Geronimo: An American Legend,1993,1.0,0.0,0.0,,,
1753,Black Rider (Schwarzfahrer),1993,1.0,1.0,0.0,,,
1754,What's Eating Gilbert Grape,1993,1.0,0.0,0.0,1.0,0.0,0.0
1755,Carlito's Way,1993,,,,2.0,0.0,0.0
1756,The War Room,1993,1.0,0.0,0.0,,,
1757,Strictly Ballroom,1993,,,,1.0,0.0,0.0
1758,What's Love Got to Do with It,1993,2.0,0.0,0.0,,,
1759,"Italy, Carlo Carlei",1993,,,,1.0,0.0,0.0
1760,Dave,1993,1.0,0.0,0.0,2.0,0.0,0.0
1761,The Screw (La Vis),1993,1.0,0.0,0.0,,,
1762,The Remains of the Day,1993,8.0,0.0,0.0,,,
1763,Beethoven's 2nd,1993,1.0,0.0,0.0,1.0,0.0,0.0
1764,The Dutch Master,1993,1.0,0.0,0.0,,,
1765,The  Remains of the Day,1993,,,,5.0,0.0,0.0
1766,Partners,1993,1.0,0.0,0.0,,,
1767,Cliffhanger,1993,2.0,0.0,0.0,,,
1768,Farewell My Concubine,1993,2.0,0.0,0.0,,,
1769,Orlando,1993,2.0,0.0,0.0,,,
1770,Manhattan Murder Mystery,1993,,,,1.0,0.0,0.0
1771,Addams Family Values,1993,1.0,0.0,0.0,1.0,0.0,0.0
1772,Defending Our Lives,1993,1.0,1.0,0.0,,,
1773,"Faraway, So Close!",1993,,,,1.0,0.0,0.0
1774,The Nightmare Before Christmas,1993,,,,1.0,0.0,0.0
1775,Blood Ties: The Life and Work of Sally Mann,1993,1.0,0.0,0.0,,,
1776,In the Line of Fire,1993,3.0,0.0,0.0,1.0,0.0,0.0
1777,For Better or for Worse,1993,1.0,0.0,0.0,,,
1778,Philadelphia,1993,4.0,1.0,0.0,3.0,2.0,0.0
1779,Fearless,1993,1.0,0.0,0.0,1.0,0.0,0.0
1780,Much Ado About Nothing,1993,,,,1.0,0.0,0.0
1781,Poetic Justice,1993,1.0,0.0,0.0,1.0,0.0,0.0
1782,The Firm,1993,2.0,0.0,0.0,,,
1783,In the Name of the Father,1993,7.0,0.0,0.0,4.0,0.0,0.0
1784,A Dangerous Woman,1993,,,,1.0,0.0,0.0
1785,The Fugitive,1993,6.0,1.0,0.0,3.0,1.0,0.0
1786,The Scent of Green Papaya,1993,1.0,0.0,0.0,,,
1787,Blindscape,1993,1.0,0.0,0.0,,,
1788,Junior,1994,1.0,0.0,0.0,3.0,0.0,0.0
1789,Ed Wood,1994,2.0,2.0,0.0,3.0,1.0,0.0
1790,Complaints of a Dutiful Daughter,1994,1.0,0.0,0.0,,,
1791,Hoop Dreams,1994,1.0,0.0,0.0,,,
1792,Little Women,1994,3.0,0.0,0.0,,,
1793,With Honors,1994,,,,1.0,0.0,0.0
1794,Before the Rain,1994,1.0,0.0,0.0,,,
1795,Color of Night,1994,,,,1.0,0.0,0.0
1796,The Monk and the Fish,1994,1.0,0.0,0.0,,,
1797,The Janitor,1994,1.0,0.0,0.0,,,
1798,True Lies,1994,1.0,0.0,0.0,1.0,1.0,0.0
1799,"The Adventures of Priscilla, Queen of the Desert",1994,1.0,1.0,0.0,2.0,0.0,0.0
1800,Eat Drink Man Woman,1994,1.0,0.0,0.0,,,
1801,On Hope,1994,1.0,0.0,0.0,,,
1802,Natural Born Killers,1994,,,,1.0,0.0,0.0
1803,School of Assassins,1994,1.0,0.0,0.0,,,
1804,Mary Shelley's Frankenstein,1994,1.0,0.0,0.0,,,
1805,The Big Story,1994,1.0,0.0,0.0,,,
1806,Bullets Over Broadway,1994,,,,1.0,1.0,0.0
1807,Speechless,1994,,,,1.0,0.0,0.0
1808,Ready to Wear,1994,,,,2.0,0.0,0.0
1809,Mrs. Parker and The Vicious Circle,1994,,,,1.0,0.0,0.0
1810,Interview with the Vampire (The Vampire Chronicles),1994,,,,2.0,0.0,0.0
1811,A Time for Justice,1994,1.0,1.0,0.0,,,
1812,"Belgium, Gérard Corbiau",1994,,,,1.0,1.0,0.0
1813,Blues Highway,1994,1.0,0.0,0.0,,,
1814,Heavenly Creatures,1994,1.0,0.0,0.0,,,
1815,A Great Day in Harlem,1994,1.0,0.0,0.0,,,
1816,The Shawshank Redemption,1994,7.0,0.0,0.0,2.0,0.0,0.0
1817,The Swan Princess,1994,,,,1.0,0.0,0.0
1818,Farinelli: Il Castrato,1994,1.0,0.0,0.0,,,
1819,Legends of the Fall,1994,3.0,1.0,0.0,4.0,0.0,0.0
1820,Kangaroo Court,1994,1.0,0.0,0.0,,,
1821,The Mask,1994,1.0,0.0,0.0,1.0,0.0,0.0
1822,Pulp Fiction,1994,7.0,1.0,0.0,6.0,1.0,0.0
1823,Syrup,1994,1.0,0.0,0.0,,,
1824,Bob's Birthday,1994,1.0,1.0,0.0,,,
1825,"Switzerland, Krzysztof Kieslowski",1994,,,,1.0,0.0,0.0
1826,Strawberry and Chocolate,1994,1.0,0.0,0.0,,,
1827,Bullets over Broadway,1994,6.0,0.0,0.0,,,
1828,Straight from the Heart,1994,1.0,0.0,0.0,,,
1829,Interview with the Vampire,1994,2.0,0.0,0.0,,,
1830,Queen Margot,1994,1.0,0.0,0.0,,,
1831,Franz Kafka's It's a Wonderful Life,1994,1.0,1.0,0.0,,,
1832,"France, Patrice Chéreau",1994,,,,1.0,0.0,0.0
1833,Tom & Viv,1994,2.0,0.0,0.0,1.0,0.0,0.0
1834,The Client,1994,1.0,0.0,0.0,,,
1835,D-Day Remembered,1994,1.0,0.0,0.0,,,
1836,"Taiwan, Ang Lee",1994,,,,1.0,0.0,0.0
1837,The Lion King,1994,2.0,1.0,0.0,3.0,2.0,1.0
1838,Maya Lin: A Strong Clear Vision,1994,1.0,1.0,0.0,,,
1839,Guarding Tess,1994,,,,1.0,0.0,0.0
1840,Freedom on My Mind,1994,1.0,0.0,0.0,,,
1841,Red,1994,3.0,0.0,0.0,,,
1842,Maverick,1994,1.0,0.0,0.0,,,
1843,"Hong Kong, Zhang Yimou",1994,,,,1.0,0.0,0.0
1844,Nobody's Fool,1994,2.0,0.0,0.0,1.0,0.0,0.0
1845,Trevor,1994,1.0,1.0,0.0,,,
1846,Burnt by the Sun,1994,1.0,1.0,0.0,,,
1847,Four Weddings and a Funeral,1994,2.0,0.0,0.0,4.0,1.0,0.0
1848,Wyatt Earp,1994,1.0,0.0,0.0,,,
1849,Triangle,1994,1.0,0.0,0.0,,,
1850,The River Wild,1994,,,,2.0,0.0,0.0
1851,The Madness of King George,1994,4.0,1.0,0.0,,,
1852,Nell,1994,1.0,0.0,0.0,3.0,0.0,0.0
1853,Clear and Present Danger,1994,1.0,0.0,0.0,,,
1854,Speed,1994,2.0,1.0,0.0,,,
1855,Blue Sky,1994,1.0,1.0,0.0,1.0,1.0,0.0
1856,Forrest Gump,1994,12.0,6.0,1.0,7.0,3.0,1.0
1857,89mm od Europy (89mm from Europe),1994,1.0,0.0,0.0,,,
1858,The Paper,1994,1.0,0.0,0.0,,,
1859,Quiz Show,1994,4.0,0.0,0.0,4.0,0.0,0.0
1860,A Close Shave,1995,1.0,1.0,0.0,,,
1861,Don Juan DeMarco,1995,1.0,0.0,0.0,2.0,0.0,0.0
1862,Duke of Groove,1995,1.0,0.0,0.0,,,
1863,Braveheart,1995,9.0,4.0,1.0,4.0,1.0,0.0
1864,Tuesday Morning Ride,1995,1.0,0.0,0.0,,,
1865,Leaving Las Vegas,1995,4.0,1.0,0.0,4.0,1.0,0.0
1866,The Shadow of Hate,1995,1.0,0.0,0.0,,,
1867,"To Wong Foo, Thanks For Everything! Julie Newmar",1995,,,,2.0,0.0,0.0
1868,Hank Aaron: Chasing the Dream,1995,1.0,0.0,0.0,,,
1869,Dust of Life,1995,1.0,0.0,0.0,,,
1870,Sabrina (1995),1995,,,,3.0,0.0,0.0
1871,Mighty Aphrodite,1995,2.0,1.0,0.0,1.0,1.0,0.0
1872,Batman Forever,1995,2.0,0.0,0.0,1.0,0.0,0.0
1873,Something To Talk About,1995,,,,1.0,0.0,0.0
1874,The Crossing Guard,1995,,,,1.0,0.0,0.0
1875,Crimson Tide,1995,2.0,0.0,0.0,,,
1876,To Die For,1995,,,,1.0,1.0,0.0
1877,A Walk in the Clouds,1995,,,,1.0,1.0,0.0
1878,The Usual Suspects,1995,2.0,2.0,0.0,1.0,0.0,0.0
1879,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1995,1.0,0.0,0.0,,,
1880,Mr. Holland's Opus,1995,1.0,0.0,0.0,2.0,0.0,0.0
1881,A Month by the Lake,1995,,,,1.0,0.0,0.0
1882,Twelve Monkeys,1995,,,,1.0,1.0,0.0
1883,"China, Zhang Yimou",1995,,,,1.0,0.0,0.0
1884,"France, Josiane Balasko",1995,,,,1.0,0.0,0.0
1885,Get Shorty,1995,,,,3.0,1.0,0.0
1886,Lieberman in Love,1995,1.0,1.0,0.0,,,
1887,Pocahontas,1995,2.0,2.0,0.0,2.0,1.0,0.0
1888,Little Surprises,1995,1.0,0.0,0.0,,,
1889,Apollo 13,1995,9.0,2.0,0.0,4.0,0.0,0.0
1890,Toy Story,1995,3.0,0.0,0.0,2.0,0.0,0.0
1891,O Quatrilho,1995,1.0,0.0,0.0,,,
1892,Antonia's Line,1995,1.0,1.0,0.0,,,
1893,Rob Roy,1995,1.0,0.0,0.0,1.0,0.0,0.0
1894,A Little Princess,1995,2.0,0.0,0.0,,,
1895,All Things Fair,1995,1.0,0.0,0.0,,,
1896,The Postman (Il Postino),1995,5.0,1.0,0.0,,,
1897,The Star Maker,1995,1.0,0.0,0.0,,,
1898,Runaway Brain,1995,1.0,0.0,0.0,,,
1899,Muriel's Wedding,1995,,,,1.0,0.0,0.0
1900,Nixon,1995,4.0,0.0,0.0,1.0,0.0,0.0
1901,Richard III,1995,2.0,0.0,0.0,1.0,0.0,0.0
1902,the end,1995,1.0,0.0,0.0,,,
1903,Father of the Bride Part II,1995,,,,1.0,0.0,0.0
1904,Babe,1995,7.0,1.0,0.0,1.0,1.0,1.0
1905,"Germany, Joseph Vilsmaier",1995,,,,1.0,0.0,0.0
1906,Georgia,1995,1.0,0.0,0.0,,,
1907,Anne Frank Remembered,1995,1.0,1.0,0.0,,,
1908,Casino,1995,1.0,0.0,0.0,2.0,1.0,0.0
1909,"Italy, Giacomo Campiotti",1995,,,,1.0,0.0,0.0
1910,Roommates,1995,1.0,0.0,0.0,,,
1911,The Bridges of Madison County,1995,1.0,0.0,0.0,2.0,0.0,0.0
1912,Restoration,1995,2.0,2.0,0.0,,,
1913,12 Monkeys,1995,2.0,0.0,0.0,,,
1914,Gagarin,1995,1.0,0.0,0.0,,,
1915,One Survivor Remembers,1995,1.0,1.0,0.0,,,
1916,The American President,1995,1.0,0.0,0.0,5.0,0.0,0.0
1917,Unstrung Heroes,1995,1.0,0.0,0.0,,,
1918,Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995,1.0,0.0,0.0,,,
1919,Shanghai Triad,1995,1.0,0.0,0.0,,,
1920,"France, Claude Lelouch",1995,,,,1.0,1.0,0.0
1921,Jim Dine: A Self-Portrait on the Walls,1995,1.0,0.0,0.0,,,
1922,Sense and Sensibility,1995,7.0,1.0,0.0,6.0,2.0,1.0
1923,Dead Man Walking,1995,4.0,1.0,0.0,3.0,0.0,0.0
1924,The Living Sea,1995,1.0,0.0,0.0,,,
1925,Brooms,1995,1.0,0.0,0.0,,,
1926,Troublesome Creek: A Midwestern,1995,1.0,0.0,0.0,,,
1927,The Battle over Citizen Kane,1995,1.0,0.0,0.0,,,
1928,Waterworld,1995,1.0,0.0,0.0,,,
1929,While You Were Sleeping,1995,,,,1.0,0.0,0.0
1930,Seven,1995,1.0,0.0,0.0,,,
1931,"My Family, Mi Familia",1995,1.0,0.0,0.0,,,
1932,The Chicken from Outer Space,1995,1.0,0.0,0.0,,,
1933,Sabrina,1995,2.0,0.0,0.0,,,
1934,Daylight,1996,1.0,0.0,0.0,,,
1935,The People vs. Larry Flynt,1996,2.0,0.0,0.0,5.0,2.0,0.0
1936,The Line King: The Al Hirschfeld Story,1996,1.0,0.0,0.0,,,
1937,The Hunchback of Notre Dame,1996,1.0,0.0,0.0,1.0,0.0,0.0
1938,"Russia, Sergei Bodrov",1996,,,,1.0,0.0,0.0
1939,Evita,1996,5.0,1.0,0.0,5.0,3.0,1.0
1940,The Preacher's Wife,1996,1.0,0.0,0.0,,,
1941,"France, Patrice Leconte",1996,,,,1.0,0.0,0.0
1942,Emma,1996,2.0,1.0,0.0,,,
1943,Hamlet,1996,4.0,0.0,0.0,,,
1944,"De Tripas, Corazon",1996,1.0,0.0,0.0,,,
1945,The Portrait of a Lady,1996,2.0,0.0,0.0,1.0,0.0,0.0
1946,Trainspotting,1996,1.0,0.0,0.0,,,
1947,Dear Diary,1996,1.0,1.0,0.0,,,
1948,The Other Side of Sunday,1996,1.0,0.0,0.0,,,
1949,Twister,1996,2.0,0.0,0.0,,,
1950,Ernst & Lyset,1996,1.0,0.0,0.0,,,
1951,The First Wives Club,1996,1.0,0.0,0.0,,,
1952,Mother,1996,,,,1.0,0.0,0.0
1953,Eraser,1996,1.0,0.0,0.0,,,
1954,The Nutty Professor,1996,1.0,1.0,0.0,1.0,0.0,0.0
1955,Esposados,1996,1.0,0.0,0.0,,,
1956,That Thing You Do!,1996,1.0,0.0,0.0,1.0,0.0,0.0
1957,The Crucible,1996,2.0,0.0,0.0,2.0,0.0,0.0
1958,Angels and Insects,1996,1.0,0.0,0.0,,,
1959,The Rock,1996,1.0,0.0,0.0,,,
1960,The Ghost and the Darkness,1996,1.0,1.0,0.0,,,
1961,Tell the Truth and Run: George Seldes and the American Press,1996,1.0,0.0,0.0,,,
1962,Ransom,1996,,,,1.0,0.0,0.0
1963,The Birdcage,1996,1.0,0.0,0.0,2.0,0.0,0.0
1964,Wat's Pig,1996,1.0,0.0,0.0,,,
1965,Ghosts of Mississippi,1996,2.0,0.0,0.0,1.0,0.0,0.0
1966,Cosmic Voyage,1996,1.0,0.0,0.0,,,
1967,The English Patient,1996,12.0,9.0,1.0,7.0,2.0,1.0
1968,Fargo,1996,7.0,2.0,0.0,4.0,0.0,0.0
1969,Up Close and Personal,1996,1.0,0.0,0.0,,,
1970,Fly Away Home,1996,1.0,0.0,0.0,,,
1971,Dragonheart,1996,1.0,0.0,0.0,,,
1972,Suzanne Farrell: Elusive Muse,1996,1.0,0.0,0.0,,,
1973,"Italy, Maurizio Nichetti",1996,,,,1.0,0.0,0.0
1974,An Essay on Matisse,1996,1.0,0.0,0.0,,,
1975,When We Were Kings,1996,1.0,1.0,0.0,,,
1976,The Mirror Has Two Faces,1996,2.0,0.0,0.0,4.0,1.0,0.0
1977,The Wild Bunch: An Album in Montage,1996,1.0,0.0,0.0,,,
1978,The Evening Star,1996,,,,1.0,0.0,0.0
1979,"Belgium, Jaco Van Dormael",1996,,,,1.0,0.0,0.0
1980,Independence Day,1996,2.0,1.0,0.0,,,
1981,Sling Blade,1996,2.0,1.0,0.0,,,
1982,Jerry Maguire,1996,5.0,1.0,0.0,3.0,1.0,0.0
1983,James and the Giant Peach,1996,1.0,0.0,0.0,,,
1984,Quest,1996,1.0,1.0,0.0,,,
1985,Special Effects,1996,1.0,0.0,0.0,,,
1986,One Fine Day,1996,1.0,0.0,0.0,1.0,0.0,0.0
1987,William Shakespeare's Romeo & Juliet,1996,1.0,0.0,0.0,,,
1988,Prisoner of the Mountains,1996,1.0,0.0,0.0,,,
1989,Shine,1996,7.0,1.0,0.0,5.0,1.0,0.0
1990,Canhead,1996,1.0,0.0,0.0,,,
1991,Primal Fear,1996,1.0,0.0,0.0,1.0,1.0,0.0
1992,101 Dalmatians,1996,,,,1.0,0.0,0.0
1993,A Time to Kill,1996,,,,1.0,0.0,0.0
1994,Lone Star,1996,1.0,0.0,0.0,1.0,0.0,0.0
1995,Everyone Says I Love You,1996,,,,1.0,0.0,0.0
1996,Sleepers,1996,1.0,0.0,0.0,,,
1997,Tin Cup,1996,,,,1.0,0.0,0.0
1998,La Salla,1996,1.0,0.0,0.0,,,
1999,Star Trek: First Contact,1996,1.0,0.0,0.0,,,
2000,Ridicule,1996,1.0,0.0,0.0,,,
2001,Michael Collins,1996,2.0,0.0,0.0,2.0,0.0,0.0
2002,Kolya,1996,1.0,1.0,0.0,,,
2003,Breaking the Waves,1996,1.0,0.0,0.0,2.0,0.0,0.0
2004,Marvin's Room,1996,1.0,0.0,0.0,1.0,0.0,0.0
2005,Breathing Lessons: The Life and Work of Mark O'Brien,1996,1.0,1.0,0.0,,,
2006,Up Close & Personal,1996,,,,1.0,0.0,0.0
2007,Secrets & Lies,1996,5.0,0.0,0.0,3.0,1.0,0.0
2008,"Czech Republic, Jan Sverák",1996,,,,1.0,1.0,0.0
2009,A Chef in Love,1996,1.0,0.0,0.0,,,
2010,Mandela,1996,1.0,0.0,0.0,,,
2011,Wordless,1996,1.0,0.0,0.0,,,
2012,Anastasia,1997,2.0,0.0,0.0,1.0,0.0,0.0
2013,The Fifth Element,1997,1.0,0.0,0.0,,,
2014,Hercules,1997,1.0,0.0,0.0,1.0,0.0,0.0
2015,Wolfgang,1997,1.0,0.0,0.0,,,
2016,In & Out,1997,1.0,0.0,0.0,2.0,0.0,0.0
2017,Secrets of the Heart,1997,1.0,0.0,0.0,,,
2018,Alaska: Spirit of the Wild,1997,1.0,0.0,0.0,,,
2019,Geri's Game,1997,1.0,1.0,0.0,,,
2020,The Boxer,1997,,,,3.0,0.0,0.0
2021,Four Days in September,1997,1.0,0.0,0.0,,,
2022,Afterglow,1997,1.0,0.0,0.0,,,
2023,Visas and Virtue,1997,1.0,1.0,0.0,,,
2024,"France, Agnès Merlet",1997,,,,1.0,0.0,0.0
2025,The Wings of the Dove,1997,4.0,0.0,0.0,1.0,0.0,0.0
2026,Air Force One,1997,2.0,0.0,0.0,,,
2027,Wag the Dog,1997,2.0,0.0,0.0,3.0,0.0,0.0
2028,Redux Riding Hood,1997,1.0,0.0,0.0,,,
2029,Dance Lexie Dance,1997,1.0,0.0,0.0,,,
2030,Gattaca,1997,1.0,0.0,0.0,1.0,0.0,0.0
2031,As Good as It Gets,1997,7.0,2.0,0.0,6.0,3.0,1.0
2032,Waco: The Rules of Engagement,1997,1.0,0.0,0.0,,,
2033,Liar Liar,1997,,,,1.0,0.0,0.0
2034,A Thousand Acres,1997,,,,1.0,0.0,0.0
2035,"Belgium, Alain Berliner",1997,,,,1.0,1.0,0.0
2036,The Mermaid,1997,1.0,0.0,0.0,,,
2037,My Best Friend's Wedding,1997,1.0,0.0,0.0,3.0,0.0,0.0
2038,Mrs. Brown,1997,2.0,0.0,0.0,1.0,1.0,0.0
2039,Donnie Brasco,1997,1.0,0.0,0.0,,,
2040,4 Little Girls,1997,1.0,0.0,0.0,,,
2041,The Lost World: Jurassic Park,1997,1.0,0.0,0.0,,,
2042,Tomorrow Never Dies,1997,,,,1.0,0.0,0.0
2043,"Germany, Ivan Fíla",1997,,,,1.0,0.0,0.0
2044,Men in Black,1997,3.0,1.0,0.0,1.0,0.0,0.0
2045,Kundun,1997,4.0,0.0,0.0,1.0,0.0,0.0
2046,Boogie Nights,1997,3.0,0.0,0.0,2.0,1.0,0.0
2047,L.A. Confidential,1997,9.0,2.0,0.0,5.0,1.0,0.0
2048,Deconstructing Harry,1997,1.0,0.0,0.0,,,
2049,Titanic,1997,13.0,10.0,1.0,8.0,4.0,1.0
2050,"Italy, Pupi Avati",1997,,,,1.0,0.0,0.0
2051,The Sweet Hereafter,1997,2.0,0.0,0.0,,,
2052,The Long Way Home,1997,1.0,1.0,0.0,,,
2053,Ulee's Gold,1997,1.0,0.0,0.0,1.0,1.0,0.0
2054,A Story of Healing,1997,1.0,1.0,0.0,,,
2055,Famous Fred,1997,1.0,0.0,0.0,,,
2056,Face/Off,1997,1.0,0.0,0.0,,,
2057,Colors Straight Up,1997,1.0,0.0,0.0,,,
2058,Oscar and Lucinda,1997,1.0,0.0,0.0,,,
2059,Beyond Silence,1997,1.0,0.0,0.0,,,
2060,The Thief,1997,1.0,0.0,0.0,,,
2061,Con Air,1997,2.0,0.0,0.0,,,
2062,It's Good to Talk,1997,1.0,0.0,0.0,,,
2063,Jackie Brown,1997,1.0,0.0,0.0,2.0,0.0,0.0
2064,Ayn Rand: A Sense of Life,1997,1.0,0.0,0.0,,,
2065,John Grisham's The Rainmaker,1997,,,,1.0,0.0,0.0
2066,Daughter of the Bride,1997,1.0,0.0,0.0,,,
2067,Contact,1997,1.0,0.0,0.0,1.0,0.0,0.0
2068,The Full Monty,1997,4.0,1.0,0.0,1.0,0.0,0.0
2069,The Apostle,1997,1.0,0.0,0.0,,,
2070,The Ice Storm,1997,,,,1.0,0.0,0.0
2071,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1997,1.0,0.0,0.0,,,
2072,Amazon,1997,1.0,0.0,0.0,,,
2073,Selena,1997,,,,1.0,0.0,0.0
2074,Good Will Hunting,1997,9.0,2.0,0.0,4.0,1.0,0.0
2075,Seven Years in Tibet,1997,,,,1.0,0.0,0.0
2076,Character,1997,1.0,1.0,0.0,,,
2077,Chasing Amy,1997,,,,1.0,0.0,0.0
2078,Still Kicking: The Fabulous Palm Springs Follies,1997,1.0,0.0,0.0,,,
2079,Starship Troopers,1997,1.0,0.0,0.0,,,
2080,"Russia, Pavel Chukhray",1997,,,,1.0,0.0,0.0
2081,Amistad,1997,4.0,0.0,0.0,4.0,0.0,0.0
2082,Sweethearts?,1997,1.0,0.0,0.0,,,
2083,Bunny,1998,1.0,1.0,0.0,,,
2084,Sunrise over Tiananmen Square,1998,1.0,0.0,0.0,,,
2085,The Opposite of Sex,1998,,,,1.0,0.0,0.0
2086,American History X,1998,1.0,0.0,0.0,,,
2087,Babe: Pig in the City,1998,1.0,0.0,0.0,,,
2088,The Grandfather,1998,1.0,0.0,0.0,,,
2089,Wilde,1998,,,,1.0,0.0,0.0
2090,Elizabeth,1998,7.0,1.0,0.0,3.0,1.0,0.0
2091,Dancemaker,1998,1.0,0.0,0.0,,,
2092,Election Night (Valgaften),1998,1.0,1.0,0.0,,,
2093,Little Voice,1998,1.0,0.0,0.0,3.0,1.0,0.0
2094,Affliction,1998,2.0,1.0,0.0,1.0,0.0,0.0
2095,Regret to Inform,1998,1.0,0.0,0.0,,,
2096,"Denmark, Thomas Vinterberg",1998,,,,1.0,0.0,0.0
2097,The Mask of Zorro,1998,1.0,0.0,0.0,2.0,0.0,0.0
2098,Rushmore,1998,,,,1.0,0.0,0.0
2099,You've Got Mail,1998,,,,1.0,0.0,0.0
2100,Lenny Bruce: Swear to Tell the Truth,1998,1.0,0.0,0.0,,,
2101,Mulan,1998,1.0,0.0,0.0,2.0,0.0,0.0
2102,There's Something About Mary,1998,,,,2.0,0.0,0.0
2103,Children of Heaven,1998,1.0,0.0,0.0,,,
2104,A Simple Plan,1998,2.0,0.0,0.0,1.0,0.0,0.0
2105,Pleasantville,1998,3.0,0.0,0.0,,,
2106,A Place in the Land,1998,1.0,0.0,0.0,,,
2107,"The Farm: Angola, U.S.A.",1998,1.0,0.0,0.0,,,
2108,The Horse Whisperer,1998,1.0,0.0,0.0,2.0,0.0,0.0
2109,When Life Departs,1998,1.0,0.0,0.0,,,
2110,Bulworth,1998,1.0,0.0,0.0,3.0,0.0,0.0
2111,Happiness,1998,,,,1.0,0.0,0.0
2112,Primary Colors,1998,2.0,0.0,0.0,2.0,0.0,0.0
2113,Tango,1998,1.0,0.0,0.0,,,
2114,Without Limits,1998,,,,1.0,0.0,0.0
2115,Out of Sight,1998,2.0,0.0,0.0,,,
2116,"Netherlands, Karim Traïdia",1998,,,,1.0,0.0,0.0
2117,The Thin Red Line,1998,7.0,0.0,0.0,,,
2118,One True Thing,1998,1.0,0.0,0.0,1.0,0.0,0.0
2119,Velvet Goldmine,1998,1.0,0.0,0.0,,,
2120,Quest for Camelot,1998,1.0,0.0,0.0,,,
2121,Patch Adams,1998,1.0,0.0,0.0,2.0,0.0,0.0
2122,"Argentina, Carlos Saura",1998,,,,1.0,0.0,0.0
2123,The Last Days,1998,1.0,1.0,0.0,,,
2124,Armageddon,1998,3.0,0.0,0.0,,,
2125,City of Angels,1998,,,,1.0,0.0,0.0
2126,The Mighty,1998,,,,2.0,0.0,0.0
2127,The Truman Show,1998,3.0,0.0,0.0,6.0,3.0,0.0
2128,Victor,1998,1.0,0.0,0.0,,,
2129,The Canterbury Tales,1998,1.0,0.0,0.0,,,
2130,Jolly Roger,1998,1.0,0.0,0.0,,,
2131,Holiday Romance,1998,1.0,0.0,0.0,,,
2132,Beloved,1998,1.0,0.0,0.0,,,
2133,Saving Private Ryan,1998,10.0,4.0,0.0,5.0,2.0,1.0
2134,The Prince of Egypt,1998,2.0,1.0,0.0,2.0,0.0,0.0
2135,Stepmom,1998,,,,1.0,0.0,0.0
2136,A Civil Action,1998,2.0,0.0,0.0,1.0,0.0,0.0
2137,Still Crazy,1998,,,,2.0,0.0,0.0
2138,Shakespeare in Love,1998,13.0,7.0,1.0,6.0,3.0,1.0
2139,"United States, John Sayles",1998,,,,1.0,0.0,0.0
2140,Central Station,1998,2.0,0.0,0.0,1.0,0.0,0.0
2141,The Personals: Improvisations on Romance in the Golden Years,1998,1.0,1.0,0.0,,,
2142,La Carte Postale (The Postcard),1998,1.0,0.0,0.0,,,
2143,Culture,1998,1.0,0.0,0.0,,,
2144,Life Is Beautiful,1998,7.0,3.0,0.0,,,
2145,A Bug's Life,1998,1.0,0.0,0.0,1.0,0.0,0.0
2146,Hilary and Jackie,1998,2.0,0.0,0.0,1.0,0.0,0.0
2147,Mighty Joe Young,1998,1.0,0.0,0.0,,,
2148,What Dreams May Come,1998,2.0,1.0,0.0,,,
2149,Gods and Monsters,1998,3.0,1.0,0.0,3.0,1.0,0.0
