year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
1971,1972,Best motion picture - foreign language,"France, Éric Rohmer",Claire's Knee,False
1971,1972,Best motion picture - foreign language,"Italy, Bernardo Bertolucci","Conformist, The",False
1971,1972,Best motion picture - foreign language,"United Soviet Socialist Republics, Igor Talankin",Tchaikovsky,False
1971,1972,Best motion picture - foreign language,"France, André Cayatte",To Die of Love,False
1971,1972,Best motion picture - foreign language,"United Kingdom, John Schlesinger",Sunday Bloody Sunday,True
1971,1972,Best motion picture - foreign language,"United Kingdom, Simon Trevor","African Elephant, The",False
1971,1972,Best motion picture - foreign language,"United Kingdom, Lewis Gilbert",Friends (Foreign Language Film),False
1971,1972,Best motion picture - foreign language,"United Kingdom, Joseph Losey","Go-Between, The",False
1971,1972,Best motion picture - foreign language,"United Kingdom, Bryan Forbes",Long Ago Tomorrow,False
1971,1972,Best motion picture - foreign language,"Italy, Mikhail Kalatozov","Red Tent, The",False
1972,1973,Best motion picture - drama,"Godfather, The","Godfather, The",True
1972,1973,Best motion picture - drama,Deliverance,Deliverance,False
1972,1973,Best motion picture - drama,Frenzy,Frenzy,False
1972,1973,Best motion picture - drama,"Poseidon Adventure, The","Poseidon Adventure, The",False
1972,1973,Best motion picture - drama,Sleuth,Sleuth,False
1972,1973,Best motion picture - musical or comedy,Cabaret,Cabaret,True
1972,1973,Best motion picture - musical or comedy,Avanti!,Avanti!,False
1972,1973,Best motion picture - musical or comedy,Butterflies Are Free,Butterflies Are Free,False
1972,1973,Best motion picture - musical or comedy,1776,1776,False
1972,1973,Best motion picture - musical or comedy,Travels with My Aunt,Travels with My Aunt,False
1972,1973,Best actress - drama,Liv Ullmann,"Emigrants, The",True
1972,1973,Best actress - drama,Diana Ross,Lady Sings the Blues,False
1972,1973,Best actress - drama,Cicely Tyson,Sounder,False
1972,1973,Best actress - drama,Trish Van Devere,One Is a Lonely Number,False
1972,1973,Best actress - drama,Tuesday Weld,Play It as It Lays,False
1972,1973,Best actress - drama,Joanne Woodward,"Effect of Gamma Rays on Man-In-The-Moon Marigolds, The",False
1972,1973,Best actor - drama,Marlon Brando,"Godfather, The",True
1972,1973,Best actor - drama,Laurence Olivier,Sleuth,False
1972,1973,Best actor - drama,Michael Caine,Sleuth,False
1972,1973,Best actor - drama,Al Pacino,"Godfather, The",False
1972,1973,Best actor - drama,Jon Voight,Deliverance,False
1972,1973,Best actress - musical or comedy,Liza Minnelli,Cabaret,True
1972,1973,Best actress - musical or comedy,Carol Burnett,Pete 'n' Tillie,False
1972,1973,Best actress - musical or comedy,Goldie Hawn,Butterflies Are Free,False
1972,1973,Best actress - musical or comedy,Juliet Mills,Avanti!,False
1972,1973,Best actress - musical or comedy,Maggie Smith,Travels with My Aunt,False
1972,1973,Best actor - musical or comedy,Jack Lemmon,Avanti!,True
1972,1973,Best actor - musical or comedy,Peter O'Toole,Man of La Mancha,False
1972,1973,Best actor - musical or comedy,Edward Albert,Butterflies Are Free,False
1972,1973,Best actor - musical or comedy,Charles Grodin,"Heartbreak Kid, The",False
1972,1973,Best actor - musical or comedy,Walter Matthau,Pete 'n' Tillie,False
1972,1973,Best supporting actress - motion picture,Shelley Winters,"Poseidon Adventure, The",True
1972,1973,Best supporting actress - motion picture,Marisa Berenson,Cabaret,False
1972,1973,Best supporting actress - motion picture,Jeannie Berlin,"Heartbreak Kid, The",False
1972,1973,Best supporting actress - motion picture,Helena Kallianiotes,Kansas City Bomber,False
1972,1973,Best supporting actress - motion picture,Geraldine Page,Pete 'n' Tillie,False
1972,1973,Best supporting actor - motion picture,Joel Grey,Cabaret,True
1972,1973,Best supporting actor - motion picture,James Caan,"Godfather, The",False
1972,1973,Best supporting actor - motion picture,James Coco,Man of La Mancha,False
1972,1973,Best supporting actor - motion picture,Alec McCowen,Travels with My Aunt,False
1972,1973,Best supporting actor - motion picture,Clive Revill,Avanti!,False
1972,1973,Best director - motion picture,Francis Ford Coppola,"Godfather, The",True
1972,1973,Best director - motion picture,John Boorman,Deliverance,False
1972,1973,Best director - motion picture,Bob Fosse,Cabaret,False
1972,1973,Best director - motion picture,Alfred Hitchcock,Frenzy,False
1972,1973,Best director - motion picture,Billy Wilder,Avanti!,False
1972,1973,Best screenplay - motion picture,Francis Ford Coppola,"Godfather, The",True
1972,1973,Best screenplay - motion picture,I. A. L. Diamond,Avanti!,False
1972,1973,Best screenplay - motion picture,Jay Presson Allen,Cabaret,False
1972,1973,Best screenplay - motion picture,James Dickey,Deliverance,False
1972,1973,Best screenplay - motion picture,Anthony Shaffer,Frenzy,False
1972,1973,Best screenplay - motion picture,Neil Simon,"Heartbreak Kid, The",False
1972,1973,Best original score - motion picture,Nino Rota,"Godfather, The",True
1972,1973,Best original score - motion picture,John Williams,"Poseidon Adventure, The",False
1972,1973,Best original score - motion picture,Ron Goodwin,Frenzy,False
1972,1973,Best original score - motion picture,Quincy Jones,"Getaway, The",False
1972,1973,Best original score - motion picture,Michel Legrand,Lady Sings the Blues,False
1972,1973,Best original song - motion picture,"Ben, Don Black, Walter Scharf",Ben,True
1972,1973,Best original song - motion picture,"Carry Me, Bob Alcivar, Randy McNeill",Butterflies Are Free,False
1972,1973,Best original song - motion picture,"Dueling Banjos, Arthur Smith, Eric Weissberg",Deliverance,False
1972,1973,Best original song - motion picture,"Marmalade, Molasses and Honey, Maurice Jarre, Alan Bergman, Marilyn Bergman","Life and Times of Judge Roy Bean, The",False
1972,1973,Best original song - motion picture,"Money, John Kander, Fred Ebb",Cabaret,False
1972,1973,Best original song - motion picture,"Song From The Poseidon Adventure (The Morning After), Al Kasha, Joel Hirschhorn","Poseidon Adventure, The",False
1972,1973,Best original song - motion picture,"Take Me Home, Johnny Mandel, Alan Bergman, Marilyn Bergman",Molly and Lawless John,False
1972,1973,Best original song - motion picture,"Mein Herr, John Kander, Fred Ebb",Cabaret,False
1972,1973,Best motion picture - foreign language,"Sweden, Jan Troell","Emigrants, The",True
1972,1973,Best motion picture - foreign language,"Sweden, Jan Troell","New Land, The",True
1972,1973,Best motion picture - foreign language,"Sweden, Ingmar Bergman",Cries and Whispers,False
1972,1973,Best motion picture - foreign language,"France, Luis Buñuel","Discreet Charm of the Bourgeoisie, The",False
1972,1973,Best motion picture - foreign language,"Italy, Federico Fellini", Roma (1972),False
1972,1973,Best motion picture - foreign language,"Peru, Armando Robles Godoy",Mirage,False
1972,1973,Best motion picture - foreign language,"United Kingdom, Richard Attenborough",Young Winston,True
1972,1973,Best motion picture - foreign language,"United Kingdom, Peter Medak","Ruling Class, The",False
1972,1973,Best motion picture - foreign language,"United Kingdom, Robert Altman",Images,False
1972,1973,Best motion picture - foreign language,"United Kingdom, Jack Couffer",Living Free,False
1972,1973,Best motion picture - foreign language,"United Kingdom, Brian Hutton","X, Y & Zee",False
1972,1973,Documentary,Elvis on Tour,Elvis on Tour,True
1972,1973,Documentary,Walls of Fire,Walls of Fire,True
1972,1973,Documentary,Marjoe,Marjoe,False
1972,1973,Documentary,Russia,Russia,False
1972,1973,Documentary,Sapporo Winter Olympics,Sapporo Winter Olympics,False
1973,1974,Best motion picture - drama,"Exorcist, The","Exorcist, The",True
1973,1974,Best motion picture - drama,"Day of the Jackal, The","Day of the Jackal, The",False
1973,1974,Best motion picture - drama,Last Tango in Paris,Last Tango in Paris,False
1973,1974,Best motion picture - drama,Save the Tiger,Save the Tiger,False
1973,1974,Best motion picture - drama,Serpico,Serpico,False
1973,1974,Best motion picture - drama,Cinderella Liberty,Cinderella Liberty,False
1973,1974,Best motion picture - musical or comedy,American Graffiti,American Graffiti,True
1973,1974,Best motion picture - musical or comedy,Jesus Christ Superstar,Jesus Christ Superstar,False
1973,1974,Best motion picture - musical or comedy,Paper Moon,Paper Moon,False
1973,1974,Best motion picture - musical or comedy,Tom Sawyer,Tom Sawyer,False
1973,1974,Best motion picture - musical or comedy,"Touch of Class, A","Touch of Class, A",False
1973,1974,Best actress - drama,Marsha Mason,Cinderella Liberty,True
1973,1974,Best actress - drama,Ellen Burstyn,"Exorcist, The",False
1973,1974,Best actress - drama,Barbra Streisand,"Way We Were, The",False
1973,1974,Best actress - drama,Elizabeth Taylor,Ash Wednesday,False
1973,1974,Best actress - drama,Joanne Woodward,"Summer Wishes, Winter Dreams",False
1973,1974,Best actor - drama,Al Pacino,Serpico,True
1973,1974,Best actor - drama,Robert Blake,Electra Glide In Blue,False
1973,1974,Best actor - drama,Jack Lemmon,Save the Tiger,False
1973,1974,Best actor - drama,Steve McQueen,Papillon,False
1973,1974,Best actor - drama,Jack Nicholson,"Last Detail, The",False
1973,1974,Best actress - musical or comedy,Glenda Jackson,"Touch of Class, A",True
1973,1974,Best actress - musical or comedy,Yvonne Elliman,Jesus Christ Superstar,False
1973,1974,Best actress - musical or comedy,Cloris Leachman,Charley and The Angel,False
1973,1974,Best actress - musical or comedy,Tatum O'Neal,Paper Moon,False
1973,1974,Best actress - musical or comedy,Liv Ullmann,40 Carats,False
1973,1974,Best actor - musical or comedy,George Segal,"Touch of Class, A",True
1973,1974,Best actor - musical or comedy,Richard Dreyfuss,American Graffiti,False
1973,1974,Best actor - musical or comedy,Ted Neeley,Jesus Christ Superstar,False
1973,1974,Best actor - musical or comedy,Ryan O'Neal,Paper Moon,False
1973,1974,Best actor - musical or comedy,Carl Anderson,Jesus Christ Superstar,False
1973,1974,Best supporting actress - motion picture,Linda Blair,"Exorcist, The",True
1973,1974,Best supporting actress - motion picture,Valentina Cortese,Day for Night,False
1973,1974,Best supporting actress - motion picture,Madeline Kahn,Paper Moon,False
1973,1974,Best supporting actress - motion picture,Kate Reid,"Delicate Balance, A",False
1973,1974,Best supporting actress - motion picture,Sylvia Sidney,"Summer Wishes, Winter Dreams",False
1973,1974,Best supporting actor - motion picture,John Houseman,"Paper Chase, The",True
1973,1974,Best supporting actor - motion picture,Jack Gilford,Save the Tiger,False
1973,1974,Best supporting actor - motion picture,Randy Quaid,"Last Detail, The",False
1973,1974,Best supporting actor - motion picture,Max von Sydow,"Exorcist, The",False
1973,1974,Best supporting actor - motion picture,Martin Balsam,"Summer Wishes, Winter Dreams",False
1973,1974,Best director - motion picture,William Friedkin,"Exorcist, The",True
1973,1974,Best director - motion picture,Bernardo Bertolucci,Last Tango in Paris,False
1973,1974,Best director - motion picture,Peter Bogdanovich,Paper Moon,False
1973,1974,Best director - motion picture,George Lucas,American Graffiti,False
1973,1974,Best director - motion picture,Fred Zinnemann,"Day of the Jackal, The",False
1973,1974,Best screenplay - motion picture,William Peter Blatty,"Exorcist, The",True
1973,1974,Best screenplay - motion picture,Darryl Ponicsan,Cinderella Liberty,False
1973,1974,Best screenplay - motion picture,Kenneth Ross,"Day of the Jackal, The",False
1973,1974,Best screenplay - motion picture,David S. Ward,"Sting, The",False
1973,1974,Best screenplay - motion picture,Melvin Frank,"Touch of Class, A",False
1973,1974,Best motion picture - foreign language,"Pedestrian, The","West Germany, Maximilian Schell",True
1973,1974,Best motion picture - foreign language,"Alfredo, Alfredo","Italy, Pietro Germi",False
1973,1974,Best motion picture - foreign language,Day for Night,"France, François Truffaut",False
1973,1974,Best motion picture - foreign language,Kazablan,"Israel, Menahem Golan",False
1973,1974,Best motion picture - foreign language,State of Siege,"France, Constantin Costa-Gavras",False
1973,1974,Best original score - motion picture,Neil Diamond,Jonathan Livingston Seagull,True
1973,1974,Best original score - motion picture,Michel Legrand,Breezy,False
1973,1974,Best original score - motion picture,John Williams,Cinderella Liberty,False
1973,1974,Best original score - motion picture,Georges Delerue,"Day of the Dolphin, The",False
1973,1974,Best original score - motion picture,Alan Price,O Lucky Man!,False
1973,1974,Best original score - motion picture,Richard M. Sherman,Tom Sawyer,False
1973,1974,Best original song - motion picture,"Way We Were, The, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Way We Were, The",True
1973,1974,Best original song - motion picture,"Breezy's Song, Michel Legrand, Alan Bergman, Marilyn Bergman",Breezy,False
1973,1974,Best original song - motion picture,"Lonely Looking Sky, Neil Diamond",Jonathan Livingston Seagull,False
1973,1974,Best original song - motion picture,"Rosa Rosa, Dov Seltzer, Haim Hefer",Kazablan,False
1973,1974,Best original song - motion picture,"Send a Little Love My Way, Henry Mancini, Hal David",Oklahoma Crude,False
1973,1974,Best original song - motion picture,"All That Love Went To Waste, George Barrie, Sammy Cahn","Touch of Class, A",False
1973,1974,Documentary,Visions of Eight,Visions of Eight,True
1973,1974,Documentary,Love,Love,False
1973,1974,Documentary,"Movies That Made Us, The","Movies That Made Us, The",False
1973,1974,Documentary,"Second Gun, The","Second Gun, The",False
1973,1974,Documentary,Wattstax,Wattstax,False
1974,1975,Best motion picture - drama,Chinatown,Chinatown,True
1974,1975,Best motion picture - drama,"Conversation, The","Conversation, The",False
1974,1975,Best motion picture - drama,Earthquake,Earthquake,False
1974,1975,Best motion picture - drama,"Godfather Part II, The","Godfather Part II, The",False
1974,1975,Best motion picture - drama,"Woman Under The Influence, A","Woman Under The Influence, A",False
1974,1975,Best motion picture - musical or comedy,The Longest Yard,The Longest Yard,True
1974,1975,Best motion picture - musical or comedy,Harry & Tonto,Harry & Tonto,False
